iso3,iso2,imfn,country,region,income,year,ai01,ai02,ai03,ai04,ai05,ai06,ai07,ai08,ai09,ai10,ai11,ai12,ai13,ai14,ai15,ai16,ai17,ai18,ai19,ai20,ai21,ai22,ai23,ai24,ai25,ai26,ai27,ai28,ai29,ai30,ai31,ai32,ai33,ai34,ai35,ai36,am01,am02,am03,di01,di02,di03,di04,di05,di06,di07,di08,di09,di10,di11,di12,di13,di14,dm01,dm02,dm03,dm04,dm05,dm06,dm07,dm08,dm09,dm10,dm11,dm12,dm13,dm14,dm15,dm16,ei01,ei02,ei03,ei04,ei05,ei06,ei07,ei08,ei09,ei10,em01,si01,si02,si03,si04,si05,si06,si07,sm01,oi01,oi02,oi06,oi07,oi08,oi09,oi10,oi11,oi12,oi13,oi14,oi15,oi16,oi16a,oi17,oi18,oi19,oi20a,om01,om02
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2012,,21.28,,,,,,,,,,,,,,,,,,,,,,,50.40,,,,,,,,,,,,,,,38.86,43.63,0.79,96.94,22.18,1.38,,22.48,,0.51,0.90,39.06,,40.06,,,,,,,,0.20,0.02,0.12,0.11,,,,,,6.44,7.66,24.30,3.71,1.76,10.46,56.94,4.77,2.25,13.36,,16.44,3.67,15.93,172.85,16.76,32.68,25.25,,38.81,22.48,58.12,2238.17,,,6.01,13.89,19.90,18.03,9.50,80.00,83.00,56.50,,0.00,0.00,0.30,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2013,,21.74,47.30,34.40,,,,,,,,,,,,,,,,,,,,,53.91,,92.20,22.10,43.00,88.00,258.00,46.10,3.50,14.70,18.20,26.30,,,,41.08,46.68,0.93,97.10,25.05,1.39,,25.41,,0.51,1.10,41.32,,42.38,,,,,,6.29,6.29,0.12,0.03,6.42,0.14,1.35,,,,,6.12,5.83,25.44,3.41,1.50,9.51,55.42,5.60,1.91,12.12,,15.41,4.49,15.28,161.68,16.69,36.42,24.74,,40.32,25.41,62.21,2645.92,,6.29,9.07,6.67,15.75,19.71,10.14,80.00,85.00,57.40,,0.77,0.00,0.30,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2014,,22.71,,,17.24,1.64,21.11,8.56,0.38,,3.23,21.00,4.84,48.02,2.78,,21.06,26.86,,5.50,8.39,7.23,0.00,,59.43,1.19,,,,,,,,,,,,,,47.23,52.65,0.77,96.66,26.96,1.82,0.53,27.38,,0.53,0.90,47.40,0.25,48.92,,,,,,6.03,6.03,0.12,0.06,5.84,0.13,,,,,,4.73,5.98,29.60,2.73,0.88,6.01,53.85,5.42,1.17,8.00,,13.38,6.97,13.57,172.50,14.50,28.90,25.29,,48.20,27.38,67.96,2558.08,,6.03,7.91,5.63,13.60,17.90,10.96,,,56.40,,0.73,0.00,0.20,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2015,,23.40,,,,,,,,,,,,,,,,,,,,,,,60.56,,,,,,,,,,,,,,,43.60,49.25,0.76,95.78,29.41,2.17,0.57,29.90,,0.50,0.82,43.74,0.63,45.63,,,,,,11.37,11.37,0.18,0.23,8.62,0.16,3.22,,,,,4.57,3.44,33.07,2.90,0.30,2.07,55.66,5.65,0.51,3.61,,13.71,7.95,14.68,145.83,16.18,36.55,28.58,,48.74,29.90,66.29,2841.25,,11.37,9.68,8.01,17.79,14.13,12.05,,,54.80,,0.77,0.00,0.20,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2016,,23.11,,,,,,,,,,,,,,,,,,,,,,,61.16,,,,,,,,,,,,,,,46.23,55.29,0.96,95.01,34.52,2.90,0.82,35.00,,0.52,0.92,46.39,1.25,48.88,,,,,,11.38,11.38,0.28,0.42,9.86,0.20,,,,,,4.12,5.74,29.57,2.35,1.20,8.03,52.15,9.06,1.30,8.71,,14.91,6.72,16.20,132.08,19.95,27.71,34.06,,54.00,35.00,70.10,3280.95,,11.38,6.08,7.44,13.52,13.11,12.21,,,52.70,,1.00,0.00,0.20,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2017,,23.14,,,45.33,10.02,31.21,16.93,4.18,7.93,13.72,31.25,4.68,55.32,,,,28.76,,8.10,25.71,31.87,3.32,5.90,63.74,3.79,,,,,,,,,,,,,,48.84,58.04,1.11,95.34,37.37,2.84,1.16,37.93,,0.47,0.89,49.02,1.90,51.54,,,,,,10.41,10.41,0.23,0.59,9.02,0.24,,,,,,4.17,5.39,29.11,2.42,0.78,5.12,51.20,9.20,0.97,6.31,,14.89,5.43,15.71,128.78,18.55,33.67,31.24,,53.51,37.93,67.39,3818.72,,10.41,5.95,7.09,13.06,13.35,12.64,,,,,1.25,0.00,,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2018,,23.61,,,,,,,,,,,,,,,,,,,,,,,64.11,,,,,,,,,,,,,,,52.62,62.19,1.04,95.46,36.80,2.96,0.94,37.33,,0.47,0.86,52.77,2.64,55.50,,,,,,9.63,9.63,0.23,0.75,7.68,0.13,0.18,,,,,4.31,4.13,29.30,2.39,1.21,8.07,48.11,9.56,1.56,10.37,,14.44,4.75,15.02,140.98,17.66,43.87,56.58,,54.66,37.33,68.20,3992.77,,9.63,7.46,7.25,14.71,11.94,11.02,,,,,1.24,,,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2019,,24.24,,,,,,,,,,,,,,,,,,,,,,,65.54,,,,,,,,,,,,,,,57.34,67.12,1.24,95.90,37.60,2.87,0.97,38.85,,0.53,1.02,57.49,3.84,60.16,,,,,,12.43,12.43,0.20,1.27,8.22,0.23,,,,,,4.38,3.66,31.58,2.42,1.42,9.89,46.98,9.78,1.83,12.70,,14.26,5.51,14.14,147.58,17.58,43.41,49.92,,55.04,38.85,68.82,4374.57,,12.48,6.43,8.69,15.12,11.22,10.66,,,,,1.23,,,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2020,,24.55,40.90,35.10,,,,,,,,,,,,,,,,,,,,,65.52,,91.50,23.10,35.70,71.70,207.50,35.20,2.70,14.30,13.50,31.60,,,,69.07,83.83,1.56,96.37,41.53,3.16,1.25,43.03,,0.49,1.10,69.22,5.98,72.20,,,,,2.37,7.91,10.28,0.25,1.86,8.77,0.09,0.36,,,,,4.22,3.50,28.40,2.00,0.87,6.39,42.24,14.77,1.09,7.99,,12.83,6.55,13.13,160.51,16.93,40.54,44.93,,56.40,43.03,70.57,4133.77,,10.28,4.09,9.69,13.74,10.50,12.44,,,,,1.55,,,,
ARM,AM,911,Armenia,Europe & Central Asia,Upper middle income,2021,,,,,52.25,5.60,26.16,,3.47,9.71,17.92,38.56,1.88,57.31,,,,31.28,,9.22,19.42,40.34,17.05,8.01,,4.11,,,,,,,,,,,,,,59.01,76.90,1.29,96.54,42.46,2.76,,44.78,,,,59.13,,,,,,,,,,,,,,,,,,,4.36,,24.90,2.21,0.71,5.51,47.56,,0.89,6.89,,12.32,,,131.77,,44.91,,,55.16,44.78,69.76,4854.34,,14.79,4.14,9.01,13.17,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.73,80.36,,97.42,98.58,2.13,,87.75,,,,65.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.91,,,,,,87.75,,163.18,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.30,62.13,,95.10,60.61,3.20,,53.83,,,,42.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.59,,,,,,53.83,,148.53,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.02,50.71,,94.84,49.00,2.76,,42.71,,,,40.02,,40.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.69,,,,,,42.71,,134.02,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16,47.75,,94.76,47.71,2.64,,41.34,,,,38.16,,38.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.31,,,,,,41.34,,135.75,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16,41.97,,95.18,44.39,2.13,,38.59,,,,29.16,,29.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.56,,,,,,38.59,,138.37,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.95,40.54,,93.87,40.96,2.65,,36.66,,,,28.95,,28.95,,,,,,,,,,,,,,,,,,,,,,,,11.59,,,,,,,78.95,,,,,,36.66,,136.74,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.91,42.12,,94.60,42.22,2.40,,38.15,,,,32.91,,32.91,,,,,,,,,,,,,,,,,,,,,,,,9.21,,,,,,,86.26,,,,,,38.15,,145.55,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.04,41.90,,94.15,43.09,2.60,,39.42,,,,31.04,,31.04,,,,,,,,,,,,,,,,,,5.92,,,,,,10.86,,,,,,,78.75,,,,,,39.42,,159.07,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.63,45.35,,95.07,48.15,2.35,,44.60,,,,36.63,,36.63,,,,,,,,,,,,,,,,,,4.01,,,,,,8.72,,,,,,,82.13,,,,,,44.60,,189.76,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72,40.48,,87.52,44.48,5.77,,40.11,,,,32.72,,32.72,,,,,,,,,,,,,,,,,,3.49,,,,,,7.76,,,,,,,81.57,,,,,,40.11,,192.92,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.88,41.27,,88.77,42.85,5.22,,38.54,,,,33.88,,33.88,,,,,,,,,,,,,,,,,,3.07,,,,,,7.38,,,,,,,87.92,,,,,,38.54,,207.01,,,,,,,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.98,40.68,,89.58,41.99,4.73,,37.75,,,,32.98,,32.98,,,,,,,,,,,,,,,,,,6.60,,,,,,7.70,,,,,,,87.36,,,,,,37.75,,241.89,,,,,,3.85,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29,48.38,,92.37,49.37,4.00,,44.73,,,,39.29,,39.29,,,,,,,,,,,,,,,,,,5.55,,,,,,9.09,,,,,,,87.85,,,,,,44.73,,316.16,,,,,,3.48,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.32,47.21,,92.61,49.23,3.77,,44.47,,,,38.32,,38.32,,,,,,,,,,,,,,,,,,4.72,,,,,,8.89,,,,,,,86.18,,,,,,44.47,,356.98,,,,,,3.09,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56,48.27,,93.70,50.69,3.25,,45.51,,,,39.56,,39.56,,,,,,,,,,,,,,,,,,5.64,,,,,,8.72,,,,,,,86.93,,,,,,45.51,,386.63,,,,,,3.01,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.55,48.12,,92.88,50.17,3.69,,45.53,,,,40.55,,40.55,,,,,,,,,,,,,,,,,,4.64,,,,,,7.57,,,,,,,89.06,,,,,,45.53,,377.62,,,,,,2.73,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.09,48.73,,93.41,55.21,3.44,,50.75,,,,42.09,,42.09,,,,,,,,,,,,,,,,,,6.65,,,,,,6.64,,,,,,,82.93,,,,,,50.75,,422.67,,,,,,0.63,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.03,52.86,,95.18,58.64,2.68,,53.88,,,,45.03,,45.03,,,,,,,,,,,,,,,,,,6.95,,,,,,7.83,,,,,,,83.58,,,,,,53.88,,452.22,,,,,,0.54,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.27,52.19,,95.02,58.66,2.73,,54.44,,,,43.27,,43.27,,,,,,,,,,,,,,,,,,7.67,,,,,,8.91,,,,,,,79.48,,,,,,54.44,,471.94,,,,,,2.17,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.57,47.01,,95.03,58.00,2.46,,53.85,,,,38.57,,38.57,,,,,,,,,,,,,,,,,,8.96,,,,,,8.44,,,,,,,71.63,,,,,,53.85,,500.52,,,,,,2.03,,,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.35,58.01,,96.51,70.89,2.10,,65.93,,,,45.35,,45.35,,,,,,,,,,,,,,,,,,8.67,,,,,,12.66,,,,,,,68.78,,,,,,65.93,,584.35,,,,,,0.58,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.70,61.09,,97.27,63.22,1.71,,59.23,,,,49.70,,49.70,,,,,,,,,,,,,,,,,,7.93,,,,,,11.39,,,,,,,83.90,,,,,,59.23,,553.63,,,,,,1.41,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.89,68.17,,97.76,63.07,1.56,,59.44,,,,55.89,,55.89,,,,,,,,,,,,,,,,,,7.63,,,,,,12.28,,,,,,,94.02,,,,,,59.44,,583.27,,,,,,1.40,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.14,70.40,,98.10,67.71,1.36,,63.65,,,,56.14,,56.14,,,,,,,,,,,,,,,,,,7.85,,,,,,14.26,,,,,,,88.21,,,,,,63.65,,659.03,,,,,,2.58,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81,74.58,,98.39,80.29,1.22,,76.18,1.09,,,57.81,,57.81,,,,,,,,,,,,,,,,,,7.62,,,,,,16.77,,,,,,,75.89,,,,,,76.18,,801.20,,,,,,2.40,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.63,75.23,,97.87,78.95,1.64,,75.16,0.99,5.95,,58.63,,58.63,,,,,,,,,,,,,,,,,4.23,6.99,,4.42,0.19,2.28,,16.53,0.22,2.68,,18.29,,,78.01,,19.06,,,88.59,75.16,100.00,821.83,,,,,,2.10,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.40,78.75,,98.01,85.52,1.60,,81.91,1.06,4.69,,62.40,,62.40,,,,,,,,,,,,,,,,,4.22,7.14,,4.29,0.84,11.09,,16.34,0.84,11.09,,19.30,,,76.19,,13.72,,,95.53,81.91,,849.18,,,,,,2.96,,14.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.26,83.08,,98.59,88.57,1.18,,84.55,0.78,4.46,,66.26,,66.26,,,,,,,,,,,,,,,,,4.93,7.02,,4.42,1.57,22.10,,16.81,1.57,22.10,,19.62,,,78.37,,8.26,,,97.27,84.55,,873.88,,,,,,1.75,,25.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.51,80.31,,98.59,97.34,1.15,,93.06,1.39,6.31,,64.51,,64.51,,,,,,,,,,,,,,,,,5.00,7.96,38.09,4.40,1.45,20.38,87.78,15.82,1.45,20.38,,20.54,,,69.32,,7.84,,,94.71,93.06,100.00,991.38,,,,,,1.91,,25.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2004,,,,,,,,,,,,,,,,,,,,,,,,,52.83,,,,,,,,,,,,,,,60.73,76.02,,98.84,96.20,0.90,,91.63,0.94,5.60,,60.73,,60.73,,,,,,,,,,,,,,,,,,7.84,,4.68,1.85,22.73,,15.29,1.87,22.87,,24.70,,,66.28,,9.10,,,93.91,91.63,100.00,1019.02,,,,,,1.91,,25.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2005,,,,,,,,,,,,,,,,,,,,,,,,,65.14,,,,,,,,,,,,,,,60.31,74.00,,98.93,94.14,0.80,,89.72,0.89,4.78,,60.31,,60.31,,,,,,,,,,,,,,,,,,7.54,,4.49,1.26,15.69,,13.71,1.26,15.69,,20.39,,,67.22,,7.37,,,97.30,89.72,,1072.53,,,,,,1.79,,25.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2006,,,,,,,,,,,,,,,,,,,,,,,,,63.85,,,,,,,,,,,,,,,64.16,77.80,,99.16,92.83,0.66,,88.23,0.83,4.52,,64.16,,64.16,,,,,,,,,,,,,,,,,,7.06,,4.56,1.20,17.31,,13.65,1.22,17.72,,17.89,,,72.72,,7.15,,,97.15,88.23,,1167.19,,,,,,1.67,,25.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2007,,,,,,,,,,,,,,,,,,,,,,,,,60.92,,,,,,,,,,,,,,,64.43,78.98,,99.78,91.17,0.17,,87.39,0.97,3.53,,64.43,,64.43,,,,,,,,,,,,,,,,,,6.91,,4.67,0.82,13.75,,14.56,0.83,14.03,,14.74,,,73.73,,10.19,,,100.00,87.39,,1248.89,,,,,,1.58,,38.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2008,,,,,,,,,,,,,,,,,,,,,,,,,67.43,,,,,,,,,,,,,,,66.69,84.40,,99.39,90.24,0.52,,86.37,1.23,4.05,,66.69,,66.69,,,,,,,,,,,,,,,,,,6.89,,,,,,17.74,,,,,,,77.21,,,,,,86.37,,1288.96,,,,,,1.59,,38.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2009,,38.35,,,,,,,,,,,,,,,,,,,,,,,69.03,,,,,,,,,,,,,,,74.26,95.70,,96.96,90.79,3.00,,86.38,1.24,4.21,,74.26,,74.27,,,,,,,,,,,,,,,,,,6.58,,,,,,21.51,,,,,,,85.97,,,,,,86.38,,1131.93,,,,,,1.68,,43.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2010,,37.54,49.20,51.70,,,,,,,,,,,,,,,,,,,,,72.07,,100.00,49.40,46.30,91.70,176.70,48.50,,32.30,14.70,41.10,,,,79.08,98.87,,96.32,97.33,3.77,,92.89,1.41,4.58,,79.08,,79.08,,,,,,,,,,,,,,,,,,7.63,,,,,,19.79,,,,,,,85.14,,,,,,92.89,,1117.99,,,,,,1.76,,29.00,,,,,0.00,,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2011,,35.40,,,,,,,,,,,,,,,,,,,,,,,73.75,,,,,,,,,,,,,,,76.63,97.52,,96.14,99.71,3.91,,95.48,1.43,4.40,,76.63,,76.63,,,,,,,,,,,,,,,,,,7.54,,,,,,20.90,,,,,,,80.26,,,,,,95.48,,1101.73,,,,,,1.78,,29.00,,83.00,,,0.00,0.00,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2012,,34.77,,,,,,,,,,,,,,,,,,,,,,,75.34,,,,,,,,,,,,,,,70.38,90.22,,96.33,96.98,3.44,,93.22,1.41,4.09,,70.38,,70.38,,,,,,,,,,,,,,,,,,7.00,,,,,,19.85,,,,,,,75.49,,,,,,93.22,,1110.89,,,,,,1.74,,29.00,,83.00,,,0.00,0.00,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2013,,34.18,,,,,,,,,,,,,,,,,,,,,,,79.74,,,,,,,,,,,,,,,68.75,89.67,,96.78,99.82,2.99,,95.54,1.58,4.27,,68.75,,68.75,,,,,,,,0.50,0.16,0.15,3.88,7.96,,,,,,6.91,,,,,,20.92,,,,,,,71.96,,,,,,95.54,,1109.16,,,,,,1.79,,29.00,,83.00,,,0.00,0.00,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2014,,30.82,,,,,,,,,,,,,,,,,,,,,,,77.06,,,,,,,,,,,,,,,61.82,81.53,,96.59,95.68,2.88,,91.26,1.52,4.11,,61.82,,61.82,,,,,,,,1.37,0.17,0.03,6.16,,,,,,,7.18,,,,,,19.72,,,,,,,67.74,,,,,,91.26,,1116.14,,,,,,2.57,,,,83.00,,,0.00,0.00,,
ATG,AG,311,Antigua and Barbuda,Latin America & Caribbean,High income,2015,,28.99,,,,,,,,,,,,,,,,,,,,,,,74.54,,,,,,,,,,,,,,,52.30,69.13,,96.53,94.66,2.48,,90.24,1.66,4.48,,52.30,,52.30,,,,,,,,1.29,0.15,0.77,8.79,,,,,,,7.37,,,,,,16.83,,,,,,,57.96,,,,,,90.24,,1172.51,,,,,,2.34,,,,83.00,,,0.00,0.00,,
